stock_1,stock_2,correlation_in_zone,date= 2023-06-30
ADANIPORTS.NS,APOLLOHOSP.NS,64.0698
ADANIPORTS.NS,ASIANPAINT.NS,55.6361
APOLLOHOSP.NS,ASIANPAINT.NS,94.1527
