Date,Open,High,Low,Close,Adj Close,Volume
2002-08-12,450.1000061035156,459.75,450.1000061035156,453.3999938964844,444.0859680175781,50600
2002-08-13,454.5,454.5,445.25,447.3500061035156,438.1603088378906,25600
2002-08-14,416.0,449.0,416.0,434.7999877929688,425.8681640625,105200
2002-08-15,434.7999877929688,434.7999877929688,434.7999877929688,434.7999877929688,425.8681640625,0
2002-08-16,412.5,441.0,412.5,427.6499938964844,418.8649291992188,143100
2002-08-19,430.0,431.3999938964844,425.0499877929688,429.6499938964844,420.8239135742188,68300
2002-08-20,432.1000061035156,442.8500061035156,425.0,437.6499938964844,428.6595458984375,53900
2002-08-21,445.0,445.0,434.0499877929688,434.9500122070313,426.0149536132813,33600
2002-08-22,430.1000061035156,438.75,427.2999877929688,428.1499938964844,419.3546447753906,123100
2002-08-23,427.0,428.8999938964844,418.5,419.8500061035156,411.2252197265625,170900
2002-08-26,419.5,425.0,414.5,417.75,409.1683349609375,136900
2002-08-27,420.0,420.0,416.25,417.2000122070313,408.6297302246094,158200
2002-08-28,440.0,440.0,413.0,417.8999938964844,409.3152465820313,70400
2002-08-29,402.75,419.9500122070313,402.75,418.1000061035156,409.5111999511719,77100
2002-08-30,418.0,420.0,409.0,418.4500122070313,409.85394287109375,54900
2002-09-02,420.0,423.8999938964844,408.5499877929688,415.7999877929688,407.2583923339844,128100
2002-09-03,419.0,419.0,412.6000061035156,416.1000061035156,407.5523071289063,109700
2002-09-04,415.0,420.0,413.5,418.25,409.6581115722656,66200
2002-09-05,420.0,425.0,418.2999877929688,419.7000122070313,411.0782775878906,82800
2002-09-06,420.0,420.0,416.1000061035156,419.1499938964844,410.5395812988281,43500
2002-09-09,420.0,420.3500061035156,416.9500122070313,419.8999938964844,411.2741394042969,52200
2002-09-10,419.8999938964844,419.8999938964844,419.8999938964844,419.8999938964844,411.2741394042969,0
2002-09-11,420.0,423.0,419.0,419.75,411.127197265625,33700
2002-09-12,420.0,421.0,417.25,420.1000061035156,411.4700622558594,35100
2002-09-13,418.0499877929688,425.0,418.0499877929688,420.3999938964844,411.7638549804688,80300
2002-09-16,420.0,423.75,417.25,419.9500122070313,411.32318115234375,13100
2002-09-17,422.0,422.0,407.25,413.5499877929688,405.0545654296875,54100
2002-09-18,410.0,416.0,395.7000122070313,401.3500061035156,393.1053161621094,63100
2002-09-19,401.0,402.0,375.5499877929688,383.8999938964844,376.0136413574219,188200
2002-09-20,375.0,382.5,375.0,377.1000061035156,369.3533935546875,165500
2002-09-23,375.0,381.5,366.25,371.7000122070313,364.0643310546875,106400
2002-09-24,372.0,383.8500061035156,370.8999938964844,380.8500061035156,373.0263671875,110800
2002-09-25,382.7999877929688,387.3999938964844,379.0,384.5,376.6013793945313,45200
2002-09-26,380.0,391.0,380.0,382.2999877929688,374.4465026855469,30700
2002-09-27,380.0,402.0,380.0,398.9500122070313,390.7545166015625,123900
2002-09-30,395.0499877929688,405.0,388.0499877929688,389.6499938964844,381.6454772949219,86100
2002-10-01,385.0499877929688,390.0,368.1499938964844,379.25,371.4592590332031,137700
2002-10-02,379.25,379.25,379.25,379.25,371.4592590332031,0
2002-10-03,385.0,385.0,366.2000122070313,367.9500122070313,360.3912963867188,73400
2002-10-04,367.0499877929688,374.7999877929688,360.7999877929688,366.1000061035156,358.5793762207031,76300
2002-10-07,365.0,372.5,363.1000061035156,367.75,360.1955261230469,99300
2002-10-08,367.0,387.9500122070313,367.0,384.75,376.8462219238281,103800
2002-10-09,389.5,396.0,386.1499938964844,392.2000122070313,384.1432189941406,79900
2002-10-10,393.0,409.0,393.0,405.75,397.414794921875,181900
2002-10-11,380.1000061035156,405.7999877929688,380.1000061035156,399.9500122070313,391.7340087890625,139700
2002-10-14,401.0,406.0,396.2000122070313,398.9500122070313,390.7545166015625,46600
2002-10-15,398.9500122070313,398.9500122070313,398.9500122070313,398.9500122070313,390.7545166015625,0
2002-10-16,399.5,402.0,395.0,397.75,389.5792236328125,51800
2002-10-17,395.0,404.7000122070313,391.25,395.25,387.1305236816406,76200
2002-10-18,394.0,419.0,394.0,402.2000122070313,393.9377746582031,55600
2002-10-21,405.0,409.9500122070313,403.0,404.3999938964844,396.0925903320313,79900
2002-10-22,410.0,410.0,381.2999877929688,386.7000122070313,378.75628662109375,154600
2002-10-23,382.1499938964844,405.1000061035156,382.1499938964844,401.6499938964844,393.3991088867188,380500
2002-10-24,400.8999938964844,413.8999938964844,395.0,408.9500122070313,400.549072265625,287400
2002-10-25,409.8999938964844,417.8999938964844,401.7000122070313,410.8500061035156,402.4101257324219,97600
2002-10-28,412.0,415.0,405.0499877929688,407.1000061035156,398.7371520996094,83500
2002-10-29,408.0,426.7999877929688,406.0,420.6000061035156,411.9598693847656,272900
2002-10-30,421.8999938964844,435.5,401.0,421.75,413.086181640625,272300
2002-10-31,420.0,425.0,413.0,423.75,415.0450744628906,99000
2002-11-01,425.0,446.0,423.5,442.0499877929688,432.96917724609375,448800
2002-11-04,441.0,451.0,438.75,448.2999877929688,439.0907287597656,55500
2002-11-05,448.0,448.0,433.5,436.0499877929688,427.0924072265625,122300
2002-11-06,436.0499877929688,436.0499877929688,436.0499877929688,436.0499877929688,427.0924072265625,0
2002-11-07,433.1000061035156,433.7999877929688,426.0,429.2000122070313,420.3831787109375,141900
2002-11-08,426.5499877929688,437.5,426.5499877929688,433.0,424.1051330566406,127700
2002-11-11,440.0,440.0,430.1000061035156,436.0,427.04345703125,50000
2002-11-12,432.0499877929688,439.0,432.0499877929688,435.8500061035156,426.8965148925781,41400
2002-11-13,434.1000061035156,448.8999938964844,434.1000061035156,443.1000061035156,433.9975891113281,306000
2002-11-14,446.0,446.0,435.3999938964844,439.3500061035156,430.3246154785156,133600
2002-11-15,443.5,460.0,439.0,452.7999877929688,443.498291015625,376500
2002-11-18,454.0499877929688,456.0,448.3500061035156,451.7000122070313,442.42095947265625,104300
2002-11-19,451.7000122070313,451.7000122070313,451.7000122070313,451.7000122070313,442.42095947265625,0
2002-11-20,451.0,456.0,448.1000061035156,452.8500061035156,443.5472717285156,98400
2002-11-21,401.8500061035156,480.5,401.8500061035156,477.6499938964844,467.8377685546875,259400
2002-11-22,471.6000061035156,485.0,469.0,473.9500122070313,464.21380615234375,131600
2002-11-25,465.0,484.0,465.0,477.4500122070313,467.6419372558594,62500
2002-11-26,480.0,495.0,468.5499877929688,473.0,463.2833557128906,231600
2002-11-27,473.0,475.2999877929688,463.0499877929688,466.1499938964844,456.5740661621094,121300
2002-11-28,471.7000122070313,476.8999938964844,467.0,471.25,461.5693054199219,97700
2002-11-29,471.25,471.25,471.25,471.25,461.5693054199219,0
2002-12-02,485.0,500.0,476.0,478.0,468.1806945800781,173800
2002-12-03,484.7999877929688,484.7999877929688,472.6000061035156,479.4500122070313,469.6008605957031,173700
2002-12-04,485.0,487.0,477.0,480.2999877929688,470.4334106445313,340900
2002-12-05,482.0,482.0,468.5,472.6000061035156,462.8915710449219,146300
2002-12-06,477.0,479.7999877929688,464.25,469.5499877929688,459.9041748046875,174800
2002-12-09,478.0,481.0,470.2000122070313,474.3500061035156,464.6055908203125,116800
2002-12-10,466.1000061035156,525.0,466.1000061035156,477.75,467.9357299804688,54500
2002-12-11,482.8999938964844,482.8999938964844,463.5,465.0,455.44769287109375,242700
2002-12-12,465.0,476.4500122070313,460.1000061035156,469.8500061035156,460.1980590820313,271300
2002-12-13,465.5,477.0,465.5,475.9500122070313,466.1727600097656,73300
2002-12-16,565.0,565.0,462.0,480.3500061035156,470.482421875,323300
2002-12-17,460.0,485.7999877929688,460.0,480.75,470.8741455078125,143300
2002-12-18,480.75,485.3999938964844,470.0,483.6499938964844,473.714599609375,99500
2002-12-19,487.0,495.9500122070313,481.4500122070313,493.6499938964844,483.5091247558594,222400
2002-12-20,492.0,495.7000122070313,486.0499877929688,489.4500122070313,479.3954772949219,71700
2002-12-23,490.5,491.9500122070313,485.0,490.8999938964844,480.8155822753906,55100
2002-12-24,492.0,493.5,487.0499877929688,488.2999877929688,478.26904296875,100300
2002-12-25,488.2999877929688,488.2999877929688,488.2999877929688,488.2999877929688,478.26904296875,0
2002-12-26,486.8999938964844,494.8999938964844,486.8999938964844,491.8500061035156,481.74609375,82200
2002-12-27,491.9500122070313,509.3999938964844,490.0,507.3999938964844,496.9766540527344,266500
2002-12-30,509.0,510.0,500.1000061035156,501.6499938964844,491.3448486328125,75000
2002-12-31,495.1000061035156,509.5,495.1000061035156,503.2999877929688,492.9609375,108100
2003-01-01,502.0,511.9500122070313,501.0,508.75,498.2989501953125,112700
2003-01-02,510.0,511.5,501.1499938964844,502.4500122070313,492.1283874511719,75900
2003-01-03,503.0,511.0,495.0,507.0,496.5849914550781,158400
2003-01-06,510.0,510.0,499.1000061035156,501.75,491.4427490234375,141300
2003-01-07,509.7000122070313,509.7000122070313,493.0499877929688,495.1499938964844,484.9783020019531,89100
2003-01-08,494.0,501.25,494.0,498.3999938964844,488.1615295410156,131100
2003-01-09,500.1499938964844,501.8999938964844,492.1499938964844,494.8500061035156,484.6844787597656,155800
2003-01-10,497.0,501.7999877929688,489.1000061035156,495.1000061035156,484.9293518066406,151300
2003-01-13,495.0,500.0,415.4500122070313,495.1499938964844,484.9783020019531,61500
2003-01-14,499.7999877929688,515.5,495.25,510.4500122070313,499.964111328125,315000
2003-01-15,515.0,517.7999877929688,495.8999938964844,503.6499938964844,493.3037414550781,578400
2003-01-16,515.0,538.4000244140625,515.0,529.4500122070312,518.57373046875,679900
2003-01-17,525.0,533.8499755859375,520.3499755859375,524.3499755859375,513.578369140625,229600
2003-01-20,516.0999755859375,534.0,516.0999755859375,529.4500122070312,518.57373046875,260100
2003-01-21,525.0499877929688,530.0,516.2999877929688,520.2000122070312,509.5137634277344,67500
2003-01-22,522.0,522.0,514.0,515.4500122070312,504.8612976074219,54900
2003-01-23,513.0,518.0,511.2999877929688,513.6500244140625,503.0983276367188,26100
2003-01-24,515.0,518.0,509.0,512.25,501.7271118164063,195000
2003-01-27,514.5,516.0,508.6000061035156,512.8499755859375,502.3147277832031,145900
2003-01-28,513.7999877929688,514.0,506.5,510.4500122070313,499.964111328125,172200
2003-01-29,510.0,519.0,510.0,515.5499877929688,504.9592590332031,116500
2003-01-30,515.0499877929688,519.9500122070312,513.5499877929688,515.5,504.9103698730469,127300
2003-01-31,515.0,517.5,511.25,513.4000244140625,502.8534851074219,23900
2003-02-03,515.0,525.0,513.0499877929688,515.75,505.1552429199219,102700
2003-02-04,524.3499755859375,535.0,517.0,530.9500122070312,520.0428466796875,255100
2003-02-05,525.0499877929688,538.7000122070312,521.25,535.2999877929688,524.3036499023438,221700
2003-02-06,521.0,554.4000244140625,521.0,550.0499877929688,538.750732421875,319500
2003-02-07,542.0,553.3499755859375,525.0,543.7999877929688,532.6289672851562,119800
2003-02-10,535.0,543.0,533.0,534.6500244140625,523.6669311523438,81300
2003-02-11,531.0,540.0,524.0,527.7999877929688,516.9577026367188,142000
2003-02-12,542.0,542.0,519.0,519.8499755859375,509.1709289550781,112900
2003-02-13,519.8499755859375,519.8499755859375,519.8499755859375,519.8499755859375,509.1709289550781,0
2003-02-14,530.0,530.0,517.0,524.7000122070312,513.9212036132812,142800
2003-02-17,530.9000244140625,532.9500122070312,520.7000122070312,522.5999755859375,511.8643798828125,87200
2003-02-18,523.0,527.9000244140625,518.0499877929688,519.0999755859375,508.4363403320313,137500
2003-02-19,530.0,532.9000244140625,519.2999877929688,521.6500244140625,510.9339599609375,184000
2003-02-20,526.9500122070312,527.0,520.0999755859375,524.2000122070312,513.4315185546875,171200
2003-02-21,524.0,525.8499755859375,520.0,524.0,513.2357177734375,135700
2003-02-24,524.0,526.75,519.5499877929688,520.5,509.8076171875,105000
2003-02-25,520.0,520.0,513.0499877929688,515.4500122070312,504.8612976074219,117000
2003-02-26,515.0,515.5,499.0499877929688,504.5499877929688,494.1852416992188,195700
2003-02-27,508.0,516.9000244140625,506.0,510.6499938964844,500.1599426269531,153300
2003-02-28,510.0,544.0,506.0,515.75,505.1552429199219,140500
2003-03-03,523.0,523.0,511.0499877929688,512.6500244140625,502.1188659667969,89200
2003-03-04,511.3500061035156,511.3500061035156,500.1499938964844,502.3999938964844,492.0794067382813,95800
2003-03-05,500.0,515.0,495.0,507.75,497.3194885253906,110400
2003-03-06,515.0,515.7999877929688,504.75,505.8999938964844,495.5075378417969,55300
2003-03-07,500.0,503.8999938964844,496.2000122070313,499.0,488.7492065429688,116300
2003-03-10,499.7000122070313,507.0,481.7000122070313,483.7000122070313,473.7635498046875,125100
2003-03-11,481.0,488.9500122070313,466.3500061035156,477.3999938964844,467.5929870605469,179300
2003-03-12,478.0,484.0,469.0,471.6499938964844,461.9611206054688,204300
2003-03-13,473.0,476.0,468.7999877929688,471.8500061035156,462.1569519042969,125900
2003-03-14,471.8500061035156,471.8500061035156,471.8500061035156,471.8500061035156,462.1569519042969,0
2003-03-17,471.0,486.0,468.25,482.6499938964844,472.735107421875,199900
2003-03-18,482.6499938964844,482.6499938964844,482.6499938964844,482.6499938964844,472.735107421875,0
2003-03-19,486.0,490.0,481.6000061035156,484.1000061035156,474.1553649902344,193500
2003-03-20,485.0,500.0,482.5,499.1000061035156,488.8471984863281,80900
2003-03-21,499.1000061035156,499.1000061035156,499.1000061035156,499.1000061035156,488.8471984863281,0
2003-03-24,501.0,513.4000244140625,496.1000061035156,501.3500061035156,491.0509033203125,43100
2003-03-25,489.0,499.5,488.0,492.0499877929688,481.9420776367188,79900
2003-03-26,490.0499877929688,504.0,490.0499877929688,497.8999938964844,487.671875,188600
2003-03-27,495.0,495.0,485.0,489.25,479.1995544433594,195900
2003-03-28,497.8999938964844,499.0,484.1000061035156,489.3500061035156,479.2974548339844,205800
2003-03-31,488.0,488.0,475.0,480.0,470.1395568847656,149200
2003-04-01,479.8999938964844,487.0,472.0,480.2000122070313,470.33538818359375,164500
2003-04-02,475.0,489.0,475.0,481.2000122070313,471.3149108886719,162300
2003-04-03,529.0,529.0,475.3500061035156,487.3999938964844,477.3875427246094,41100
2003-04-04,481.0,514.0,481.0,503.3500061035156,493.0098571777344,76600
2003-04-07,502.1499938964844,522.75,502.1499938964844,509.4500122070313,498.9845886230469,160700
2003-04-08,505.1000061035156,520.0,505.0,515.75,505.1552429199219,111400
